1.0000	3.0011
2.0000	5.0058
3.0000	7.0058
4.0000	9.0067
5.0000	11.0055
6.0000	13.0027
7.0000	15.0068
8.0000	17.0025
9.0000	19.0026
10.0000	21.0060
11.0000	23.0039
12.0000	25.0046
13.0000	27.0005
14.0000	29.0004
15.0000	31.0022
16.0000	33.0040
17.0000	35.0031
18.0000	37.0068
19.0000	39.0072
20.0000	41.0077
21.0000	43.0052
22.0000	45.0000
23.0000	47.0028
24.0000	49.0014
25.0000	51.0026
26.0000	53.0031
27.0000	55.0003
28.0000	57.0058
29.0000	59.0047
30.0000	61.0095
31.0000	63.0046
32.0000	65.0081
33.0000	67.0036
34.0000	69.0090
35.0000	71.0065
36.0000	73.0095
37.0000	75.0051
38.0000	77.0090
39.0000	79.0084
40.0000	81.0054
41.0000	83.0084
42.0000	85.0068
43.0000	87.0056
44.0000	89.0047
45.0000	91.0098
46.0000	93.0002
47.0000	95.0012
48.0000	97.0100
49.0000	99.0027
50.0000	101.0043
51.0000	103.0034
52.0000	105.0088
53.0000	107.0035
54.0000	109.0076
55.0000	111.0099
56.0000	113.0098
57.0000	115.0055
58.0000	117.0005
59.0000	119.0017
60.0000	121.0001
61.0000	123.0040
62.0000	125.0090
63.0000	127.0003
64.0000	129.0009
65.0000	131.0097
66.0000	133.0012
67.0000	135.0100
68.0000	137.0035
69.0000	139.0025
70.0000	141.0031
71.0000	143.0082
72.0000	145.0007
73.0000	147.0066
74.0000	149.0015
75.0000	151.0020
76.0000	153.0002
77.0000	155.0077
78.0000	157.0067
79.0000	159.0046
80.0000	161.0095
81.0000	163.0030
82.0000	165.0096
83.0000	167.0066
84.0000	169.0089
85.0000	171.0046
86.0000	173.0010
87.0000	175.0096
88.0000	177.0010
89.0000	179.0001
90.0000	181.0049
91.0000	183.0052
92.0000	185.0074
93.0000	187.0052
94.0000	189.0005
95.0000	191.0060
96.0000	193.0004
97.0000	195.0040
98.0000	197.0037
99.0000	199.0009
100.0000	201.0010
101.0000	203.0014
102.0000	205.0024
103.0000	207.0019
104.0000	209.0004
105.0000	211.0031
106.0000	213.0099
107.0000	215.0073
108.0000	217.0068
109.0000	219.0098
110.0000	221.0066
111.0000	223.0026
112.0000	225.0022
113.0000	227.0016
114.0000	229.0021
115.0000	231.0037
116.0000	233.0030
117.0000	235.0096
118.0000	237.0061
119.0000	239.0060
120.0000	241.0063
121.0000	243.0068
122.0000	245.0011
123.0000	247.0092
124.0000	249.0026
125.0000	251.0087
126.0000	253.0070
127.0000	255.0042
128.0000	257.0091
129.0000	259.0024
130.0000	261.0040
131.0000	263.0032
132.0000	265.0047
133.0000	267.0010
134.0000	269.0081
135.0000	271.0078
136.0000	273.0089
137.0000	275.0032
138.0000	277.0008
139.0000	279.0035
140.0000	281.0023
141.0000	283.0039
142.0000	285.0067
143.0000	287.0014
144.0000	289.0073
145.0000	291.0015
146.0000	293.0066
147.0000	295.0056
148.0000	297.0009
149.0000	299.0020
150.0000	301.0027
151.0000	303.0073
152.0000	305.0058
153.0000	307.0061
154.0000	309.0050
155.0000	311.0025
156.0000	313.0054
157.0000	315.0095
158.0000	317.0039
159.0000	319.0039
160.0000	321.0097
161.0000	323.0020
162.0000	325.0059
163.0000	327.0039
164.0000	329.0025
165.0000	331.0069
166.0000	333.0083
167.0000	335.0052
168.0000	337.0091
169.0000	339.0004
170.0000	341.0075
171.0000	343.0049
172.0000	345.0009
173.0000	347.0012
174.0000	349.0080
175.0000	351.0002
176.0000	353.0048
177.0000	355.0080
178.0000	357.0045
179.0000	359.0091
180.0000	361.0088
181.0000	363.0079
182.0000	365.0081
183.0000	367.0055
184.0000	369.0077
185.0000	371.0078
186.0000	373.0003
187.0000	375.0022
188.0000	377.0088
189.0000	379.0027
190.0000	381.0018
191.0000	383.0076
192.0000	385.0034
193.0000	387.0033
194.0000	389.0087
195.0000	391.0090
196.0000	393.0015
197.0000	395.0047
198.0000	397.0087
199.0000	399.0087
200.0000	401.0090
